ProductKey,Product Code,Manufacturer,Brand,Color,Weight Unit Measure,Weight,Unit Cost,Unit Price,Subcategory Code,Subcategory,Category Code,Category
712,306071,"Proseware, Inc.",Proseware,White,pounds,15,59.32,129,306,"Printers, Scanners & Fax",3,Computers
713,306072,"Proseware, Inc.",Proseware,White,pounds,6.7,73.58,160,306,"Printers, Scanners & Fax",3,Computers
714,306073,"Proseware, Inc.",Proseware,White,pounds,10,72.66,158,306,"Printers, Scanners & Fax",3,Computers
715,306074,"Proseware, Inc.",Proseware,White,pounds,14.4,68.52,149,306,"Printers, Scanners & Fax",3,Computers
716,306075,"Proseware, Inc.",Proseware,White,pounds,25,69.25,209,306,"Printers, Scanners & Fax",3,Computers
717,306076,"Proseware, Inc.",Proseware,White,pounds,3.7,54.26,118,306,"Printers, Scanners & Fax",3,Computers
718,306077,"Proseware, Inc.",Proseware,White,pounds,8,73.12,159,306,"Printers, Scanners & Fax",3,Computers
719,306078,"Proseware, Inc.",Proseware,White,pounds,8.7,75.54,228,306,"Printers, Scanners & Fax",3,Computers
720,306079,"Proseware, Inc.",Proseware,White,pounds,9,78.19,236,306,"Printers, Scanners & Fax",3,Computers
721,306080,"Proseware, Inc.",Proseware,White,pounds,10.6,82.17,248,306,"Printers, Scanners & Fax",3,Computers
722,306081,"Proseware, Inc.",Proseware,White,pounds,14.2,75.87,229,306,"Printers, Scanners & Fax",3,Computers
723,306082,"Proseware, Inc.",Proseware,White,pounds,25,52,102,306,"Printers, Scanners & Fax",3,Computers
724,306083,"Proseware, Inc.",Proseware,White,pounds,32,74.96,163,306,"Printers, Scanners & Fax",3,Computers
725,306084,"Proseware, Inc.",Proseware,White,pounds,27.1,87.37,190,306,"Printers, Scanners & Fax",3,Computers
726,306085,"Proseware, Inc.",Proseware,White,pounds,13,67.6,147,306,"Printers, Scanners & Fax",3,Computers
727,306086,"Proseware, Inc.",Proseware,White,pounds,14.1,86.45,188,306,"Printers, Scanners & Fax",3,Computers
728,306087,"Proseware, Inc.",Proseware,White,pounds,12.2,90.13,196,306,"Printers, Scanners & Fax",3,Computers
729,306088,"Proseware, Inc.",Proseware,Green,pounds,17,55.64,121,306,"Printers, Scanners & Fax",3,Computers
730,306089,"Proseware, Inc.",Proseware,Green,pounds,14,62.54,136,306,"Printers, Scanners & Fax",3,Computers
731,306090,"Proseware, Inc.",Proseware,Green,pounds,14.4,59.32,129,306,"Printers, Scanners & Fax",3,Computers
732,306091,"Proseware, Inc.",Proseware,Green,pounds,28,73.58,160,306,"Printers, Scanners & Fax",3,Computers
733,306092,"Proseware, Inc.",Proseware,Green,pounds,18.4,72.66,158,306,"Printers, Scanners & Fax",3,Computers
734,306093,"Proseware, Inc.",Proseware,Green,pounds,10,68.52,149,306,"Printers, Scanners & Fax",3,Computers
735,306094,"Proseware, Inc.",Proseware,Green,pounds,22,69.25,209,306,"Printers, Scanners & Fax",3,Computers
736,306095,"Proseware, Inc.",Proseware,Green,pounds,12.4,54.26,118,306,"Printers, Scanners & Fax",3,Computers
737,306096,"Proseware, Inc.",Proseware,Green,pounds,45,73.12,159,306,"Printers, Scanners & Fax",3,Computers
738,306097,"Proseware, Inc.",Proseware,Green,pounds,28,75.54,228,306,"Printers, Scanners & Fax",3,Computers
739,306098,"Proseware, Inc.",Proseware,Green,pounds,20.5,78.19,236,306,"Printers, Scanners & Fax",3,Computers
740,306099,"Proseware, Inc.",Proseware,Green,pounds,21.5,82.17,248,306,"Printers, Scanners & Fax",3,Computers
741,306100,"Proseware, Inc.",Proseware,Green,pounds,35,75.87,229,306,"Printers, Scanners & Fax",3,Computers
742,306101,"Proseware, Inc.",Proseware,Green,pounds,18,52,102,306,"Printers, Scanners & Fax",3,Computers
1897,802001,"Fabrikam, Inc.",Fabrikam,White,pounds,71,1060.22,3199.99,802,Refrigerators,8,Home Appliances
1898,802002,"Fabrikam, Inc.",Fabrikam,White,pounds,58,413.42,899,802,Refrigerators,8,Home Appliances
1899,802003,"Fabrikam, Inc.",Fabrikam,White,pounds,228,226.71,493,802,Refrigerators,8,Home Appliances
1900,802004,"Fabrikam, Inc.",Fabrikam,White,pounds,38.1,152.94,299.99,802,Refrigerators,8,Home Appliances
1901,802005,"Fabrikam, Inc.",Fabrikam,White,pounds,58,142.75,279.99,802,Refrigerators,8,Home Appliances
1902,802006,"Fabrikam, Inc.",Fabrikam,White,pounds,72.8,66.27,129.99,802,Refrigerators,8,Home Appliances
1903,802007,"Fabrikam, Inc.",Fabrikam,Brown,pounds,56.8,1060.22,3199.99,802,Refrigerators,8,Home Appliances
1904,802008,"Fabrikam, Inc.",Fabrikam,Brown,pounds,69,413.42,899,802,Refrigerators,8,Home Appliances
1905,802009,"Fabrikam, Inc.",Fabrikam,Brown,pounds,60,226.71,493,802,Refrigerators,8,Home Appliances
1906,802010,"Fabrikam, Inc.",Fabrikam,Brown,pounds,75,152.94,299.99,802,Refrigerators,8,Home Appliances
1907,802011,"Fabrikam, Inc.",Fabrikam,Brown,pounds,132,142.75,279.99,802,Refrigerators,8,Home Appliances
1908,802012,"Fabrikam, Inc.",Fabrikam,Brown,pounds,71,66.27,129.99,802,Refrigerators,8,Home Appliances
1909,802013,"Fabrikam, Inc.",Fabrikam,Silver,pounds,209,1060.22,3199.99,802,Refrigerators,8,Home Appliances
1910,802014,"Fabrikam, Inc.",Fabrikam,Silver,pounds,71,413.42,899,802,Refrigerators,8,Home Appliances
1911,802015,"Fabrikam, Inc.",Fabrikam,Silver,pounds,176,226.71,493,802,Refrigerators,8,Home Appliances
1912,802016,"Fabrikam, Inc.",Fabrikam,Silver,pounds,71,152.94,299.99,802,Refrigerators,8,Home Appliances
1913,802017,"Fabrikam, Inc.",Fabrikam,Silver,pounds,58,142.75,279.99,802,Refrigerators,8,Home Appliances
1914,802018,"Fabrikam, Inc.",Fabrikam,Silver,pounds,228,66.27,129.99,802,Refrigerators,8,Home Appliances
1915,802019,"Fabrikam, Inc.",Fabrikam,Green,pounds,38.1,1060.22,3199.99,802,Refrigerators,8,Home Appliances
1916,802020,"Fabrikam, Inc.",Fabrikam,Green,pounds,56,413.42,899,802,Refrigerators,8,Home Appliances
1917,802021,"Fabrikam, Inc.",Fabrikam,Green,pounds,72.8,226.71,493,802,Refrigerators,8,Home Appliances
1918,802022,"Fabrikam, Inc.",Fabrikam,Green,pounds,58.2,152.94,299.99,802,Refrigerators,8,Home Appliances
1919,802023,"Fabrikam, Inc.",Fabrikam,Green,pounds,65,142.75,279.99,802,Refrigerators,8,Home Appliances
1920,802024,"Fabrikam, Inc.",Fabrikam,Green,pounds,60,66.27,129.99,802,Refrigerators,8,Home Appliances
1921,802025,"Fabrikam, Inc.",Fabrikam,Blue,pounds,75,1060.22,3199.99,802,Refrigerators,8,Home Appliances
1922,802026,"Fabrikam, Inc.",Fabrikam,Blue,pounds,132,413.42,899,802,Refrigerators,8,Home Appliances
1923,802027,"Fabrikam, Inc.",Fabrikam,Blue,pounds,71,226.71,493,802,Refrigerators,8,Home Appliances
1924,802028,"Fabrikam, Inc.",Fabrikam,Blue,pounds,200,152.94,299.99,802,Refrigerators,8,Home Appliances
1925,802029,"Fabrikam, Inc.",Fabrikam,Blue,pounds,68,142.75,279.99,802,Refrigerators,8,Home Appliances
1926,802030,"Fabrikam, Inc.",Fabrikam,Blue,pounds,56,66.27,129.99,802,Refrigerators,8,Home Appliances
1927,802031,"Fabrikam, Inc.",Fabrikam,Grey,pounds,220,1060.22,3199.99,802,Refrigerators,8,Home Appliances
1928,802032,"Fabrikam, Inc.",Fabrikam,Grey,pounds,36,413.42,899,802,Refrigerators,8,Home Appliances
1929,802033,"Fabrikam, Inc.",Fabrikam,Grey,pounds,55,226.71,493,802,Refrigerators,8,Home Appliances
1930,802034,"Fabrikam, Inc.",Fabrikam,Grey,pounds,70,152.94,299.99,802,Refrigerators,8,Home Appliances
1931,802035,"Fabrikam, Inc.",Fabrikam,Grey,pounds,54,142.75,279.99,802,Refrigerators,8,Home Appliances
1932,802036,"Fabrikam, Inc.",Fabrikam,Grey,pounds,65,66.27,129.99,802,Refrigerators,8,Home Appliances
1933,802037,"Fabrikam, Inc.",Fabrikam,Orange,pounds,58,1060.22,3199.99,802,Refrigerators,8,Home Appliances
1934,802038,"Fabrikam, Inc.",Fabrikam,Orange,pounds,74,413.42,899,802,Refrigerators,8,Home Appliances
1935,802039,"Fabrikam, Inc.",Fabrikam,Orange,pounds,120,226.71,493,802,Refrigerators,8,Home Appliances
1936,802040,"Fabrikam, Inc.",Fabrikam,Orange,pounds,70,152.94,299.99,802,Refrigerators,8,Home Appliances
1937,802041,"Fabrikam, Inc.",Fabrikam,Orange,pounds,205,142.75,279.99,802,Refrigerators,8,Home Appliances
1938,802042,"Fabrikam, Inc.",Fabrikam,Orange,pounds,69,66.27,129.99,802,Refrigerators,8,Home Appliances
1983,803001,"Fabrikam, Inc.",Fabrikam,White,pounds,27,220.64,665.94,803,Microwaves,8,Home Appliances
1984,803002,"Fabrikam, Inc.",Fabrikam,White,pounds,37,91.97,199.99,803,Microwaves,8,Home Appliances
1985,803003,"Fabrikam, Inc.",Fabrikam,White,pounds,27,82.77,179.99,803,Microwaves,8,Home Appliances
1986,803004,"Fabrikam, Inc.",Fabrikam,White,pounds,27,71.37,139.99,803,Microwaves,8,Home Appliances
1987,803005,"Fabrikam, Inc.",Fabrikam,White,pounds,26,50.98,99.99,803,Microwaves,8,Home Appliances
1988,803006,"Fabrikam, Inc.",Fabrikam,White,pounds,25,48.43,94.99,803,Microwaves,8,Home Appliances
1989,803007,"Fabrikam, Inc.",Fabrikam,Silver,pounds,41,220.64,665.94,803,Microwaves,8,Home Appliances
1990,803008,"Fabrikam, Inc.",Fabrikam,Silver,pounds,26,91.97,199.99,803,Microwaves,8,Home Appliances
1991,803009,"Fabrikam, Inc.",Fabrikam,Silver,pounds,27,82.77,179.99,803,Microwaves,8,Home Appliances
1992,803010,"Fabrikam, Inc.",Fabrikam,Silver,pounds,40,71.37,139.99,803,Microwaves,8,Home Appliances
1993,803011,"Fabrikam, Inc.",Fabrikam,Silver,pounds,37,50.98,99.99,803,Microwaves,8,Home Appliances
1994,803012,"Fabrikam, Inc.",Fabrikam,Silver,pounds,37,48.43,94.99,803,Microwaves,8,Home Appliances
1995,803013,"Fabrikam, Inc.",Fabrikam,Grey,pounds,39,220.64,665.94,803,Microwaves,8,Home Appliances
1996,803014,"Fabrikam, Inc.",Fabrikam,Grey,pounds,37,91.97,199.99,803,Microwaves,8,Home Appliances
1997,803015,"Fabrikam, Inc.",Fabrikam,Grey,pounds,55,82.77,179.99,803,Microwaves,8,Home Appliances
1998,803016,"Fabrikam, Inc.",Fabrikam,Grey,pounds,27,71.37,139.99,803,Microwaves,8,Home Appliances
1999,803017,"Fabrikam, Inc.",Fabrikam,Grey,pounds,37,50.98,99.99,803,Microwaves,8,Home Appliances
2000,803018,"Fabrikam, Inc.",Fabrikam,Grey,pounds,44,48.43,94.99,803,Microwaves,8,Home Appliances
2001,803019,"Fabrikam, Inc.",Fabrikam,Red,pounds,27,220.64,665.94,803,Microwaves,8,Home Appliances
2002,803020,"Fabrikam, Inc.",Fabrikam,Red,pounds,26,91.97,199.99,803,Microwaves,8,Home Appliances
2003,803021,"Fabrikam, Inc.",Fabrikam,Red,pounds,25,82.77,179.99,803,Microwaves,8,Home Appliances
2004,803022,"Fabrikam, Inc.",Fabrikam,Red,pounds,53,71.37,139.99,803,Microwaves,8,Home Appliances
2005,803023,"Fabrikam, Inc.",Fabrikam,Red,pounds,26,50.98,99.99,803,Microwaves,8,Home Appliances
2006,803024,"Fabrikam, Inc.",Fabrikam,Red,pounds,26,48.43,94.99,803,Microwaves,8,Home Appliances
2007,803025,"Fabrikam, Inc.",Fabrikam,Black,pounds,40,220.64,665.94,803,Microwaves,8,Home Appliances
2008,803026,"Fabrikam, Inc.",Fabrikam,Black,pounds,37,91.97,199.99,803,Microwaves,8,Home Appliances
2009,803027,"Fabrikam, Inc.",Fabrikam,Black,pounds,37,82.77,179.99,803,Microwaves,8,Home Appliances
2010,803028,"Fabrikam, Inc.",Fabrikam,Black,pounds,39,71.37,139.99,803,Microwaves,8,Home Appliances
2011,803029,"Fabrikam, Inc.",Fabrikam,Black,pounds,37,50.98,99.99,803,Microwaves,8,Home Appliances
2012,803030,"Fabrikam, Inc.",Fabrikam,Black,pounds,55,48.43,94.99,803,Microwaves,8,Home Appliances
2013,803031,"Fabrikam, Inc.",Fabrikam,Blue,pounds,41,220.64,665.94,803,Microwaves,8,Home Appliances
2014,803032,"Fabrikam, Inc.",Fabrikam,Blue,pounds,26,91.97,199.99,803,Microwaves,8,Home Appliances
2015,803033,"Fabrikam, Inc.",Fabrikam,Blue,pounds,26,82.77,179.99,803,Microwaves,8,Home Appliances
2016,803034,"Fabrikam, Inc.",Fabrikam,Blue,pounds,59,71.37,139.99,803,Microwaves,8,Home Appliances
2017,803035,"Fabrikam, Inc.",Fabrikam,Blue,pounds,37,50.98,99.99,803,Microwaves,8,Home Appliances
2018,803036,"Fabrikam, Inc.",Fabrikam,Blue,pounds,37,48.43,94.99,803,Microwaves,8,Home Appliances
2164,805049,"Fabrikam, Inc.",Fabrikam,Black,pounds,25.4,546.68,1650,805,Coffee Machines,8,Home Appliances
2165,805050,"Fabrikam, Inc.",Fabrikam,Black,pounds,17.5,343.05,745.99,805,Coffee Machines,8,Home Appliances
2166,805051,"Fabrikam, Inc.",Fabrikam,Black,pounds,8.5,204.64,445,805,Coffee Machines,8,Home Appliances
2167,805052,"Fabrikam, Inc.",Fabrikam,Black,pounds,35.6,83.1,163,805,Coffee Machines,8,Home Appliances
2168,805053,"Fabrikam, Inc.",Fabrikam,Black,pounds,21.5,75.96,149,805,Coffee Machines,8,Home Appliances
2169,805054,"Fabrikam, Inc.",Fabrikam,Black,pounds,30,66.23,129.9,805,Coffee Machines,8,Home Appliances
2170,805055,"Fabrikam, Inc.",Fabrikam,Silver,pounds,23,546.68,1650,805,Coffee Machines,8,Home Appliances
2171,805056,"Fabrikam, Inc.",Fabrikam,Silver,pounds,25,343.05,745.99,805,Coffee Machines,8,Home Appliances
2172,805057,"Fabrikam, Inc.",Fabrikam,Silver,pounds,16.2,204.64,445,805,Coffee Machines,8,Home Appliances
2173,805058,"Fabrikam, Inc.",Fabrikam,Silver,pounds,18,83.1,163,805,Coffee Machines,8,Home Appliances
2174,805059,"Fabrikam, Inc.",Fabrikam,Silver,pounds,20.9,75.96,149,805,Coffee Machines,8,Home Appliances
2175,805060,"Fabrikam, Inc.",Fabrikam,Silver,pounds,28,66.23,129.9,805,Coffee Machines,8,Home Appliances
2176,805061,"Fabrikam, Inc.",Fabrikam,White,pounds,26,546.68,1650,805,Coffee Machines,8,Home Appliances
2177,805062,"Fabrikam, Inc.",Fabrikam,White,pounds,25,343.05,745.99,805,Coffee Machines,8,Home Appliances
2178,805063,"Fabrikam, Inc.",Fabrikam,White,pounds,24,204.64,445,805,Coffee Machines,8,Home Appliances
2179,805064,"Fabrikam, Inc.",Fabrikam,White,pounds,25,83.1,163,805,Coffee Machines,8,Home Appliances
2180,805065,"Fabrikam, Inc.",Fabrikam,White,pounds,24,75.96,149,805,Coffee Machines,8,Home Appliances
2181,805066,"Fabrikam, Inc.",Fabrikam,White,pounds,26.3,66.23,129.9,805,Coffee Machines,8,Home Appliances
2182,805067,"Fabrikam, Inc.",Fabrikam,Grey,pounds,25.4,546.68,1650,805,Coffee Machines,8,Home Appliances
2183,805068,"Fabrikam, Inc.",Fabrikam,Grey,pounds,17.5,343.05,745.99,805,Coffee Machines,8,Home Appliances
2184,805069,"Fabrikam, Inc.",Fabrikam,Grey,pounds,8.5,204.64,445,805,Coffee Machines,8,Home Appliances
2185,805070,"Fabrikam, Inc.",Fabrikam,Grey,pounds,35.6,83.1,163,805,Coffee Machines,8,Home Appliances
2186,805071,"Fabrikam, Inc.",Fabrikam,Grey,pounds,21.5,75.96,149,805,Coffee Machines,8,Home Appliances
2187,805072,"Fabrikam, Inc.",Fabrikam,Grey,pounds,30,66.23,129.9,805,Coffee Machines,8,Home Appliances
2188,805073,"Fabrikam, Inc.",Fabrikam,Gold,pounds,23,204.64,445,805,Coffee Machines,8,Home Appliances
2189,805074,"Fabrikam, Inc.",Fabrikam,Gold,pounds,25,83.1,163,805,Coffee Machines,8,Home Appliances
1847,801021,Northwind Traders,Northwind Traders,White,pounds,180,878.96,2652.9,801,Washers & Dryers,8,Home Appliances
1848,801022,Northwind Traders,Northwind Traders,White,pounds,171,915.08,1989.9,801,Washers & Dryers,8,Home Appliances
1849,801023,Northwind Traders,Northwind Traders,White,pounds,239,836.45,1818.9,801,Washers & Dryers,8,Home Appliances
1850,801024,Northwind Traders,Northwind Traders,White,pounds,220,815.68,1599.9,801,Washers & Dryers,8,Home Appliances
1851,801025,Northwind Traders,Northwind Traders,White,pounds,168,509.78,999.9,801,Washers & Dryers,8,Home Appliances
1852,801026,Northwind Traders,Northwind Traders,Silver,pounds,158,878.96,2652.9,801,Washers & Dryers,8,Home Appliances
1853,801027,Northwind Traders,Northwind Traders,Silver,pounds,146,915.08,1989.9,801,Washers & Dryers,8,Home Appliances
1854,801028,Northwind Traders,Northwind Traders,Silver,pounds,180,836.45,1818.9,801,Washers & Dryers,8,Home Appliances
1855,801029,Northwind Traders,Northwind Traders,Silver,pounds,176,815.68,1599.9,801,Washers & Dryers,8,Home Appliances
1856,801030,Northwind Traders,Northwind Traders,Silver,pounds,155,509.78,999.9,801,Washers & Dryers,8,Home Appliances
1857,801031,Northwind Traders,Northwind Traders,Blue,pounds,102,878.96,2652.9,801,Washers & Dryers,8,Home Appliances
1858,801032,Northwind Traders,Northwind Traders,Blue,pounds,105,915.08,1989.9,801,Washers & Dryers,8,Home Appliances
1859,801033,Northwind Traders,Northwind Traders,Blue,pounds,125,836.45,1818.9,801,Washers & Dryers,8,Home Appliances
1860,801034,Northwind Traders,Northwind Traders,Blue,pounds,130,815.68,1599.9,801,Washers & Dryers,8,Home Appliances
1861,801035,Northwind Traders,Northwind Traders,Blue,pounds,140,509.78,999.9,801,Washers & Dryers,8,Home Appliances
1862,801036,Northwind Traders,Northwind Traders,Green,pounds,150,878.96,2652.9,801,Washers & Dryers,8,Home Appliances
1863,801037,Northwind Traders,Northwind Traders,Green,pounds,160,915.08,1989.9,801,Washers & Dryers,8,Home Appliances
1864,801038,Northwind Traders,Northwind Traders,Green,pounds,239,836.45,1818.9,801,Washers & Dryers,8,Home Appliances
1865,801039,Northwind Traders,Northwind Traders,Green,pounds,220,815.68,1599.9,801,Washers & Dryers,8,Home Appliances
1866,801040,Northwind Traders,Northwind Traders,Green,pounds,168,509.78,999.9,801,Washers & Dryers,8,Home Appliances
2140,805025,Adventure Works,Adventure Works,Black,pounds,26,546.68,1650,805,Coffee Machines,8,Home Appliances
2141,805026,Adventure Works,Adventure Works,Black,pounds,25,343.05,745.99,805,Coffee Machines,8,Home Appliances
2142,805027,Adventure Works,Adventure Works,Black,pounds,24,204.64,445,805,Coffee Machines,8,Home Appliances
2143,805028,Adventure Works,Adventure Works,Black,pounds,26.3,83.1,163,805,Coffee Machines,8,Home Appliances
2144,805029,Adventure Works,Adventure Works,Black,pounds,25.4,75.96,149,805,Coffee Machines,8,Home Appliances
2145,805030,Adventure Works,Adventure Works,Black,pounds,17.5,66.23,129.9,805,Coffee Machines,8,Home Appliances
2146,805031,Adventure Works,Adventure Works,Silver,pounds,8.5,546.68,1650,805,Coffee Machines,8,Home Appliances
2147,805032,Adventure Works,Adventure Works,Silver,pounds,35.6,343.05,745.99,805,Coffee Machines,8,Home Appliances
2148,805033,Adventure Works,Adventure Works,Silver,pounds,21.5,204.64,445,805,Coffee Machines,8,Home Appliances
2149,805034,Adventure Works,Adventure Works,Silver,pounds,30,83.1,163,805,Coffee Machines,8,Home Appliances
2150,805035,Adventure Works,Adventure Works,Silver,pounds,23,75.96,149,805,Coffee Machines,8,Home Appliances
2151,805036,Adventure Works,Adventure Works,Silver,pounds,25,66.23,129.9,805,Coffee Machines,8,Home Appliances
2152,805037,Adventure Works,Adventure Works,White,pounds,16.2,546.68,1650,805,Coffee Machines,8,Home Appliances
2153,805038,Adventure Works,Adventure Works,White,pounds,18,343.05,745.99,805,Coffee Machines,8,Home Appliances
2154,805039,Adventure Works,Adventure Works,White,pounds,20.9,204.64,445,805,Coffee Machines,8,Home Appliances
2155,805040,Adventure Works,Adventure Works,White,pounds,20,83.1,163,805,Coffee Machines,8,Home Appliances
2156,805041,Adventure Works,Adventure Works,White,pounds,14,75.96,149,805,Coffee Machines,8,Home Appliances
2157,805042,Adventure Works,Adventure Works,White,pounds,28,66.23,129.9,805,Coffee Machines,8,Home Appliances
2158,805043,Adventure Works,Adventure Works,Grey,pounds,26,546.68,1650,805,Coffee Machines,8,Home Appliances
2159,805044,Adventure Works,Adventure Works,Grey,pounds,25,343.05,745.99,805,Coffee Machines,8,Home Appliances
2160,805045,Adventure Works,Adventure Works,Grey,pounds,24,204.64,445,805,Coffee Machines,8,Home Appliances
2161,805046,Adventure Works,Adventure Works,Grey,pounds,25,83.1,163,805,Coffee Machines,8,Home Appliances
2162,805047,Adventure Works,Adventure Works,Grey,pounds,24,75.96,149,805,Coffee Machines,8,Home Appliances
2163,805048,Adventure Works,Adventure Works,Grey,pounds,26.3,66.23,129.9,805,Coffee Machines,8,Home Appliances
2383,807036,"Proseware, Inc.",Proseware,White,pounds,11,210.72,635.99,807,Air Conditioners,8,Home Appliances
2384,807037,"Proseware, Inc.",Proseware,White,pounds,57,211.53,459.99,807,Air Conditioners,8,Home Appliances
2385,807038,"Proseware, Inc.",Proseware,White,pounds,57,197.74,429.99,807,Air Conditioners,8,Home Appliances
2386,807039,"Proseware, Inc.",Proseware,White,pounds,57,183.94,399.99,807,Air Conditioners,8,Home Appliances
2387,807040,"Proseware, Inc.",Proseware,White,pounds,57,152.94,299.99,807,Air Conditioners,8,Home Appliances
2388,807041,"Proseware, Inc.",Proseware,White,pounds,57,101.96,199.99,807,Air Conditioners,8,Home Appliances
2389,807042,"Proseware, Inc.",Proseware,White,pounds,57,56.08,109.99,807,Air Conditioners,8,Home Appliances
2390,807043,"Proseware, Inc.",Proseware,Red,pounds,57,210.72,635.99,807,Air Conditioners,8,Home Appliances
2391,807044,"Proseware, Inc.",Proseware,Red,pounds,78,211.53,459.99,807,Air Conditioners,8,Home Appliances
2392,807045,"Proseware, Inc.",Proseware,Red,pounds,12,197.74,429.99,807,Air Conditioners,8,Home Appliances
2393,807046,"Proseware, Inc.",Proseware,Red,pounds,16,183.94,399.99,807,Air Conditioners,8,Home Appliances
2394,807047,"Proseware, Inc.",Proseware,Red,pounds,88,152.94,299.99,807,Air Conditioners,8,Home Appliances
2395,807048,"Proseware, Inc.",Proseware,Red,pounds,99,101.96,199.99,807,Air Conditioners,8,Home Appliances
2396,807049,"Proseware, Inc.",Proseware,Red,pounds,36,56.08,109.99,807,Air Conditioners,8,Home Appliances
2397,807050,"Proseware, Inc.",Proseware,Silver,pounds,36,210.72,635.99,807,Air Conditioners,8,Home Appliances
2398,807051,"Proseware, Inc.",Proseware,Silver,pounds,25,211.53,459.99,807,Air Conditioners,8,Home Appliances
2399,807052,"Proseware, Inc.",Proseware,Silver,pounds,36,197.74,429.99,807,Air Conditioners,8,Home Appliances
2400,807053,"Proseware, Inc.",Proseware,Silver,pounds,57,183.94,399.99,807,Air Conditioners,8,Home Appliances
2401,807054,"Proseware, Inc.",Proseware,Silver,pounds,69,152.94,299.99,807,Air Conditioners,8,Home Appliances
2402,807055,"Proseware, Inc.",Proseware,Silver,pounds,36,101.96,199.99,807,Air Conditioners,8,Home Appliances
2403,807056,"Proseware, Inc.",Proseware,Silver,pounds,40,56.08,109.99,807,Air Conditioners,8,Home Appliances
2404,807057,"Proseware, Inc.",Proseware,Grey,pounds,96,210.72,635.99,807,Air Conditioners,8,Home Appliances
2405,807058,"Proseware, Inc.",Proseware,Grey,pounds,69,211.53,459.99,807,Air Conditioners,8,Home Appliances
2406,807059,"Proseware, Inc.",Proseware,Grey,pounds,36,197.74,429.99,807,Air Conditioners,8,Home Appliances
2407,807060,"Proseware, Inc.",Proseware,Grey,pounds,16,183.94,399.99,807,Air Conditioners,8,Home Appliances
2408,807061,"Proseware, Inc.",Proseware,Grey,pounds,28,152.94,299.99,807,Air Conditioners,8,Home Appliances
2409,807062,"Proseware, Inc.",Proseware,Grey,pounds,36,101.96,199.99,807,Air Conditioners,8,Home Appliances
2190,806001,Adventure Works,Adventure Works,Black,pounds,10.6,210.72,635.99,806,Lamps,8,Home Appliances
2191,806002,Adventure Works,Adventure Works,Black,pounds,7,155.89,339,806,Lamps,8,Home Appliances
2192,806003,Adventure Works,Adventure Works,Black,pounds,18.6,123.47,268.5,806,Lamps,8,Home Appliances
2193,806004,Adventure Works,Adventure Works,Black,pounds,2,105.76,229.99,806,Lamps,8,Home Appliances
2194,806005,Adventure Works,Adventure Works,Black,pounds,3.2,61.17,119.99,806,Lamps,8,Home Appliances
2195,806006,Adventure Works,Adventure Works,Black,pounds,3.2,52,101.99,806,Lamps,8,Home Appliances
2196,806007,Adventure Works,Adventure Works,Black,pounds,14.7,40.76,79.95,806,Lamps,8,Home Appliances
2197,806008,Adventure Works,Adventure Works,Black,pounds,6.9,15.29,29.99,806,Lamps,8,Home Appliances
2198,806009,Adventure Works,Adventure Works,White,pounds,7,210.72,635.99,806,Lamps,8,Home Appliances
2199,806010,Adventure Works,Adventure Works,White,pounds,11,155.89,339,806,Lamps,8,Home Appliances
2200,806011,Adventure Works,Adventure Works,White,pounds,8,123.47,268.5,806,Lamps,8,Home Appliances
2201,806012,Adventure Works,Adventure Works,White,pounds,12.4,105.76,229.99,806,Lamps,8,Home Appliances
2202,806013,Adventure Works,Adventure Works,White,pounds,9.6,61.17,119.99,806,Lamps,8,Home Appliances
2203,806014,Adventure Works,Adventure Works,White,pounds,4.6,52,101.99,806,Lamps,8,Home Appliances
2204,806015,Adventure Works,Adventure Works,White,pounds,4,40.76,79.95,806,Lamps,8,Home Appliances
2205,806016,Adventure Works,Adventure Works,White,pounds,2.6,15.29,29.99,806,Lamps,8,Home Appliances
2206,806017,Adventure Works,Adventure Works,Silver,pounds,3.2,210.72,635.99,806,Lamps,8,Home Appliances
2207,806018,Adventure Works,Adventure Works,Silver,pounds,3,155.89,339,806,Lamps,8,Home Appliances
2208,806019,Adventure Works,Adventure Works,Silver,pounds,2,123.47,268.5,806,Lamps,8,Home Appliances
2209,806020,Adventure Works,Adventure Works,Silver,pounds,4,105.76,229.99,806,Lamps,8,Home Appliances
2210,806021,Adventure Works,Adventure Works,Silver,pounds,1.4,61.17,119.99,806,Lamps,8,Home Appliances
2211,806022,Adventure Works,Adventure Works,Silver,pounds,7,52,101.99,806,Lamps,8,Home Appliances
2212,806023,Adventure Works,Adventure Works,Silver,pounds,19.3,40.76,79.95,806,Lamps,8,Home Appliances
2213,806024,Adventure Works,Adventure Works,Silver,pounds,4.5,15.29,29.99,806,Lamps,8,Home Appliances
2214,806025,Adventure Works,Adventure Works,Grey,pounds,2,210.72,635.99,806,Lamps,8,Home Appliances
2215,806026,Adventure Works,Adventure Works,Grey,pounds,4,155.89,339,806,Lamps,8,Home Appliances
2216,806027,Adventure Works,Adventure Works,Grey,pounds,8,123.47,268.5,806,Lamps,8,Home Appliances
2217,806028,Adventure Works,Adventure Works,Grey,pounds,3.8,105.76,229.99,806,Lamps,8,Home Appliances
2218,806029,Adventure Works,Adventure Works,Grey,pounds,2.5,61.17,119.99,806,Lamps,8,Home Appliances
2219,806030,Adventure Works,Adventure Works,Grey,pounds,3.8,52,101.99,806,Lamps,8,Home Appliances
